ID;sex;birthRegion;resRegion;eduRegion;eduSize
V60930;sex1;regV2;regV2;regV2;sizeX
V60931;sex2;regV2;regV2;regV2;sizeX
V60932;sex2;regZ;regV2;regV2;sizeX
V60933;sex2;regV2;regV2;regV2;sizeX
V60934;sex2;regV2;regV2;regV2;sizeX
V60935;sex2;regV4;regV4;regV4;sizeX
V60936;sex2;regV4;regV4;regV4;sizeX
V60937;sex2;regV4;regV4;regV4;sizeX
V60938;sex1;regV3;regV3;regV3;sizeX
V60939;sex2;regV3;regV3;regV3;sizeX
V60940;sex2;regV3;regV3;regV3;sizeX
V60941;sex2;regV3;regV3;regV3;sizeX
V60942;sex1;regV4;regV2;regV4;sizeX
V60943;sex2;regV4;regV4;regV4;sizeX
V60944;sex1;regZ;regV1;regV4;sizeX
V60945;sex1;regV2;regV2;regV2;sizeX
V60946;sex2;regV4;regV1;regV4;sizeX
V60947;sex2;regV1;regV2;regV1;sizeX
V60948;sex1;regV1;regV2;regV2;sizeX
V60949;sex2;regV1;regV1;regV1;sizeX
V60950;sex2;regN4b;regV3;regV1;sizeX
V80001;sex2;regV3;regV3;regV3;sizeX
V80002;sex2;regX;regX;regX;sizeX
V80003;sex1;regV1;regV1;regV1;sizeX
V80004;sex1;regV1;regV1;regV1;sizeX
V80005;sex1;regV3;regV3;regV3;sizeX
V80006;sex1;regX;regX;regX;sizeX
V80007;sex1;regV3;regV3;regV3;sizeX
V80008;sex2;regV3;regV3;regX;sizeX
V80009;sex2;regX;regX;regX;sizeX
V80010;sex2;regX;regX;regX;sizeX
V80011;sex1;regV4;regV4;regV4;sizeX
V80012;sex2;regV2;regV3;regX;sizeX
V80013;sex2;regV1;regV1;regV1;sizeX
V80014;sex1;regV2;regV2;regX;sizeX
V80015;sex2;regV1;regV4;regX;sizeX
V80016;sex2;regV1;regV2;regV1;sizeX
V80017;sex1;regV3;regV3;regV3;sizeX
V80018;sex1;regX;regX;regX;sizeX
V80019;sex2;regX;regX;regX;sizeX
V80020;sex2;regV1;regV1;regV1;sizeX
V80021;sex1;regV1;regV1;regX;sizeX
V80022;sex1;regV3;regV3;regX;sizeX
V80023;sex2;regX;regX;regX;sizeX
V80024;sex2;regV3;regV2;regX;sizeX
V80025;sex1;regX;regX;regX;sizeX
V80026;sex2;regX;regX;regX;sizeX
V80027;sex1;regV3;regV3;regX;sizeX
V80028;sex1;regV3;regV3;regV3;sizeX
V80029;sex2;regV2;regV2;regV2;sizeX
V80030;sex1;regV2;regV2;regX;sizeX
V80031;sex1;regX;regX;regX;sizeX
V80032;sex2;regV3;regV3;regX;sizeX
V80033;sex1;regV4;regV4;regV4;sizeX
V80034;sex2;regV4;regV4;regX;sizeX
V80035;sex2;regX;regX;regX;sizeX
V80036;sex1;regV3;regV3;regV3;sizeX
V80037;sex1;regV3;regV1;regV3;sizeX
V80038;sex1;regV1;regV1;regV1;sizeX
V80039;sex2;regV3;regV3;regV3;sizeX
V80040;sex1;regV1;regV1;regV1;sizeX
V80041;sex1;regV4;regV4;regV4;sizeX
V80042;sex1;regV1;regV1;regV1;sizeX
V80043;sex2;regV2;regV1;regV1;sizeX
V80044;sex2;regV1;regV1;regV1;sizeX
V80045;sex2;regV3;regV1;regV3;sizeX
V80046;sex1;regV1;regV1;regV1;sizeX
V80047;sex1;regV1;regV1;regV1;sizeX
V80048;sex2;regV2;regV1;regV2;sizeX
V80049;sex1;regV1;regV1;regV1;sizeX
V80050;sex2;regV1;regV1;regV1;sizeX
V80051;sex2;regV2;regV1;regV2;sizeX
V80052;sex2;regV1;regV1;regV4;sizeX
V80053;sex2;regV1;regV1;regV1;sizeX
V80054;sex1;regV4;regV4;regV4;sizeX
V80055;sex1;regV1;regV1;regV1;sizeX
V80056;sex2;regV2;regV2;regV2;sizeX
V80057;sex1;regV1;regV1;regV1;sizeX
V80058;sex2;regV1;regV1;regV1;sizeX
V80059;sex1;regV4;regV4;regV4;sizeX
V80060;sex2;regV4;regV4;regV4;sizeX
V80061;sex2;regV1;regV1;regV1;sizeX
V80062;sex2;regV4;regV4;regV4;sizeX
V80063;sex1;regV1;regV4;regV4;sizeX
V80064;sex1;regX;regV1;regV1;sizeX
V80065;sex2;regX;regV1;regV1;sizeX
V80066;sex1;regV1;regV1;regV1;sizeX
V80067;sex1;regV1;regV1;regV1;sizeX
V80068;sex2;regV1;regV1;regV1;sizeX
V80069;sex2;regV1;regV1;regV1;sizeX
V80070;sex1;regV1;regV1;regV1;sizeX
V80071;sex2;regV1;regV1;regV1;sizeX
V80072;sex2;regV1;regV1;regV1;sizeX
V80073;sex2;regV1;regV1;regV1;sizeX
V80074;sex2;regV4;regV4;regV4;sizeX
V80075;sex2;regV4;regV4;regV4;sizeX
V80076;sex2;regV4;regV4;regV4;sizeX
V80077;sex1;regV4;regV4;regV4;sizeX
V80078;sex1;regV1;regV1;regV1;sizeX
V80079;sex2;regV4;regV4;regV4;sizeX
V80080;sex1;regV1;regV1;regV1;sizeX
V80081;sex2;regV3;regV1;regV1;sizeX
V80082;sex1;regV3;regV1;regV2;sizeX
V80083;sex1;regV1;regV1;regV1;sizeX
V80084;sex1;regV1;regV1;regV1;sizeX
V80085;sex2;regV1;regV1;regV1;sizeX
V80086;sex2;regV1;regV1;regV1;sizeX
V80087;sex1;regV2;regV1;regV2;sizeX
V80088;sex2;regV1;regV1;regV1;sizeX
V80089;sex1;regV1;regV1;regV1;sizeX
V80090;sex1;regV1;regV1;regV1;sizeX
V80091;sex2;regV1;regV1;regV1;sizeX
V80092;sex1;regV1;regV1;regV1;sizeX
V80093;sex2;regV1;regV1;regV1;sizeX
V80094;sex2;regV1;regV1;regV1;sizeX
V80095;sex2;regV1;regV1;regV1;sizeX
V80096;sex2;regV2;regV1;regV2;sizeX
V80097;sex2;regV1;regV1;regV1;sizeX
V80098;sex2;regV1;regV1;regV1;sizeX
V80099;sex1;regV3;regV1;regV3;sizeX
V80100;sex2;regV2;regV1;regV1;sizeX
V80101;sex1;regV3;regV3;regV3;sizeX
V80102;sex1;regV3;regV1;regV3;sizeX
V80103;sex1;regV3;regV3;regV3;sizeX
V80104;sex1;regV2;regV2;regV2;sizeX
V80105;sex2;regV3;regV3;regV3;sizeX
V80106;sex1;regV4;regV4;regV4;sizeX
V80107;sex2;regV4;regV4;regV4;sizeX
V80108;sex2;regV2;regV2;regV2;sizeX
V80109;sex2;regV2;regV3;regV3;sizeX
V80110;sex2;regV3;regV3;regV3;sizeX
V80111;sex2;regV2;regV2;regV2;sizeX
V80112;sex2;regV1;regV4;regV4;sizeX
V80114;sex2;regV3;regV3;regV3;sizeX
V80115;sex1;regV3;regV1;regV3;sizeX
V80116;sex1;regV4;regV1;regV4;sizeX
V80117;sex2;regNx;regV4;regV4;sizeX
V80118;sex2;regV4;regV4;regV4;sizeX
V80119;sex1;regV4;regV4;regV4;sizeX
V80120;sex2;regV4;regV4;regV4;sizeX
V80121;sex2;regV3;regV3;regV3;sizeX
V80122;sex1;regV3;regV1;regV3;sizeX
V80123;sex1;regV3;regV3;regV3;sizeX
V80124;sex1;regV2;regV1;regV2;sizeX
V80125;sex1;regV4;regV1;regV4;sizeX
V80126;sex2;regV4;regV4;regV4;sizeX
V80127;sex1;regV1;regV1;regV4;sizeX
V80128;sex2;regV2;regV1;regV2;sizeX
V80129;sex1;regV2;regV1;regV2;sizeX
V80130;sex2;regV2;regV2;regV2;sizeX
V80131;sex2;regV4;regV4;regV4;sizeX
V80132;sex2;regV3;regV3;regV3;sizeX
V80133;sex1;regV4;regV4;regV4;sizeX
V80134;sex2;regV3;regV3;regV3;sizeX
V80135;sex1;regV2;regV2;regV2;sizeX
V80136;sex2;regV3;regV3;regV3;sizeX
V80138;sex2;regV3;regV3;regV3;sizeX
V80139;sex2;regV2;regV2;regV2;sizeX
V80140;sex2;regV2;regV1;regV2;sizeX
V80141;sex2;regV2;regV2;regV2;sizeX
V80142;sex2;regV2;regV2;regV2;sizeX
V80143;sex2;regV2;regV2;regV2;sizeX
V80144;sex1;regV2;regV2;regV2;sizeX
V80145;sex1;regV2;regV1;regV2;sizeX
V80146;sex1;regV2;regV2;regV2;sizeX
V80147;sex1;regV2;regV2;regV2;sizeX
V80148;sex1;regV2;regV2;regV2;sizeX
V80149;sex1;regV2;regV2;regV2;sizeX
V80150;sex1;regV2;regV2;regV2;sizeX
V90003;sex1;regV1;regV1;regV1;sizeX
V90004;sex1;regV3;regV3;regV3;sizeX
V90006;sex2;regV1;regV1;regV1;sizeX
V90008;sex2;regV1;regV1;regV1;sizeX
V90009;sex2;regV1;regV1;regV1;sizeX
V90010;sex2;regV1;regV1;regV1;sizeX
V90011;sex2;regV1;regV1;regV1;sizeX
V90012;sex2;regV1;regV1;regV1;sizeX
V90013;sex2;regV1;regV1;regV1;sizeX
V90014;sex2;regV1;regV1;regV1;sizeX
V90015;sex2;regV1;regV1;regV1;sizeX
V90016;sex2;regV1;regV1;regV1;sizeX
V90017;sex2;regV1;regV1;regV1;sizeX
V90018;sex2;regV1;regV1;regV1;sizeX
V90019;sex2;regV1;regV1;regV1;sizeX
V90021;sex1;regV1;regV1;regV1;sizeX
V90023;sex2;regV1;regV1;regV1;sizeX
V90024;sex1;regV1;regV1;regV1;sizeX
V90025;sex1;regV4;regV4;regV4;sizeX
V90026;sex2;regX;regV4;regX;sizeX
V90027;sex1;regV4;regV4;regV4;sizeX
V90028;sex1;regV1;regV1;regV1;sizeX
V90033;sex2;regV1;regV1;regV1;sizeX
V90034;sex2;regV1;regV1;regV1;sizeX
V90035;sex2;regV1;regV1;regV1;sizeX
V90036;sex2;regX;regX;regX;sizeX
V90039;sex1;regV4;regV4;regV4;sizeX
V90040;sex2;regV4;regV4;regV4;sizeX
V90041;sex1;regV4;regV4;regV4;sizeX
V90042;sex1;regV1;regV1;regV1;sizeX
V90043;sex1;regX;regX;regX;sizeX
V90044;sex2;regX;regX;regX;sizeX
V90045;sex2;regX;regX;regX;sizeX
V90046;sex1;regX;regX;regX;sizeX
V90049;sex2;regV1;regV1;regV1;sizeX
V90060;sex2;regV4;regV4;regV4;sizeX
V90061;sex1;regV4;regV4;regV4;sizeX
V90062;sex2;regV4;regV4;regV4;sizeX
V90063;sex2;regV1;regV4;regV1;sizeX
V90064;sex2;regV1;regV1;regV1;sizeX
V90065;sex2;regV3;regV3;regV3;sizeX
V90066;sex2;regV4;regV4;regV4;sizeX
V90067;sex1;regV1;regV1;regV1;sizeX
V90068;sex2;regV1;regV1;regV1;sizeX
V90069;sex1;regV1;regV1;regV1;sizeX
V90070;sex1;regV1;regV1;regV1;sizeX
V90071;sex1;regV1;regV1;regV1;sizeX
V90072;sex1;regV1;regV1;regV1;sizeX
V90073;sex2;regV3;regV1;regV3;sizeX
V90074;sex2;regV3;regV1;regV1;sizeX
V90077;sex1;regV1;regV2;regV1;sizeX
V90078;sex2;regV1;regV1;regV1;sizeX
V90079;sex2;regV4;regV1;regV4;sizeX
V90080;sex2;regV1;regV1;regV1;sizeX
V90081;sex2;regV2;regV2;regV2;sizeX
V90082;sex1;regV1;regV1;regV1;sizeX
V90083;sex2;regX;regV1;regX;sizeX
V90084;sex1;regV1;regV1;regV1;sizeX
V90085;sex2;regX;regX;regX;sizeX
V90086;sex2;regV1;regV1;regV1;sizeX
V90087;sex2;regV1;regV1;regV1;sizeX
V90088;sex2;regV1;regV1;regV1;sizeX
V90089;sex2;regV1;regV1;regV1;sizeX
V90501;sex1;regV1;regV1;regV1;sizeX
V90502;sex1;regV1;regV1;regV1;sizeX
V90507;sex1;regV1;regV1;regV1;sizeX
V90508;sex1;regV3;regV3;regV3;sizeX
V90509;sex1;regV1;regV1;regV1;sizeX
V90510;sex2;regV1;regV1;regV1;sizeX
V90517;sex2;regV2;regV2;regV2;sizeX
V90520;sex1;regV1;regV1;regV1;sizeX
V90522;sex1;regV1;regV1;regV1;sizeX
V90525;sex2;regV3;regV1;regV3;sizeX
V90526;sex2;regV1;regV1;regV1;sizeX
V90527;sex1;regZ;regV1;regV1;sizeX
V90528;sex2;regZ;regV3;regV3;sizeX
V90529;sex1;regV2;regV1;regV1;sizeX
V90530;sex2;regV1;regV1;regV1;sizeX
V90531;sex2;regV3;regV3;regV3;sizeX
V90532;sex1;regV1;regV1;regV1;sizeX
V90533;sex1;regV1;regV2;regV1;sizeX
V90534;sex2;regV3;regV2;regV3;sizeX
V90536;sex1;regV1;regV1;regV1;sizeX
V90537;sex2;regV1;regV1;regV1;sizeX
V90539;sex1;regV3;regV1;regV3;sizeX
V90544;sex1;regV2;regV2;regV2;sizeX
V90545;sex2;regV3;regV2;regV2;sizeX
V90548;sex1;regV1;regV1;regV1;sizeX
V90549;sex2;regV1;regV1;regV1;sizeX
V90554;sex1;regV3;regV3;regV3;sizeX
V90555;sex2;regV3;regV3;regV1;sizeX
V90557;sex2;regV3;regV1;regV3;sizeX
V90562;sex1;regV1;regV3;regV3;sizeX
V90563;sex2;regV3;regV3;regV3;sizeX
V90568;sex1;regV2;regV1;regV1;sizeX
V90569;sex1;regV2;regV2;regV2;sizeX
V90570;sex2;regV1;regV1;regV1;sizeX
V90575;sex1;regV1;regV1;regV1;sizeX
V90576;sex2;regV1;regV1;regV1;sizeX
V90577;sex2;regV1;regV1;regV1;sizeX
V90578;sex2;regV1;regV1;regV1;sizeX
V90581;sex1;regV2;regV1;regV1;sizeX
V90582;sex1;regV1;regV1;regV1;sizeX
V90583;sex1;regV1;regV1;regV1;sizeX
V90584;sex2;regV1;regV1;regV1;sizeX
V90585;sex1;regV1;regV1;regV1;sizeX
V90586;sex2;regV4;regV1;regV4;sizeX
V90588;sex1;regV2;regV1;regV2;sizeX
V90590;sex1;regV1;regV1;regV1;sizeX
V90591;sex2;regV2;regV1;regV2;sizeX
V90594;sex2;regV1;regV1;regV1;sizeX
V90595;sex1;regV1;regV1;regV1;sizeX
V90596;sex1;regV1;regV1;regV1;sizeX
V90597;sex2;regV1;regV1;regV1;sizeX
V90599;sex1;regV1;regV1;regV1;sizeX
V90601;sex1;regV4;regV4;regV4;sizeX
V90603;sex2;regV1;regV1;regV1;sizeX
V90605;sex2;regV4;regV4;regV1;sizeX
